Métrica,Valor
perdidas_seguimiento,34
perdidas_mano,2791
precision_personas,0
precision_mano,0.9760632495335838
precision_objeto,0.33874499797821045
tiempo_estados_PARAR,0
tiempo_estados_SEGUIMIENTO_PERSONA,80.24064421653748
tiempo_estados_SEGUIMIENTO_OBJETO,33.83421444892883
tiempo_estados_RECONOCIMIENTO,44.21000099182129
distancia_objeto,0
colisiones_evitadas,96
